"","WARD_Name","injunctions_n"
"2764","Great Malvern",1
"2765","Great Notley & Black Notley",2
"2766","Great Parndon",1
"2767","Great Paxton",1
"2768","Great Sankey North and Whittle Hall",1
"2769","Great Sankey South",1
"2770","Great Staughton",1
"2771","Great Torrington",1
"2772","Great Totham",1
"2773","Great Witchingham",1
"2774","Great Wyrley Landywood",1
"2775","Great Wyrley Town",1
"2776","Green Lane & St James",1
"2777","Green Street East",1
"2778","Green Street West",1
"2779","Greenbank Park",1
"2780","Greenfield",1
"2781","Greenfield & Eden",1
"2782","Greenford Broadway",1
"2783","Greenhead",1
"2784","Greenhill",1
"2785","Greenhithe & Knockhall",1
"2786","Greenlands",1
"2787","Greenlands & Lakeside",1
"2788","Greenmeadow",1
"2789","Greenstead",1
"2790","Greenwich Creekside",1
"2791","Greenwich Park",1
"2792","Greenwich Peninsula",3
"2793","Greenwood & Summit",1
"2794","Greetham",1
"2795","Greetland and Stainland",1
"2796","Greets Green and Lyng",1
"2797","Grendon Underwood & The Claydons",1
"2798","Gresford East and West",1
"2799","Gresham",1
"2800","Gretton & Weldon",1
"2801","Greyfriars",1
"2802","Greystoke and Ullswater",1
"2803","Grimoldby",1
"2804","Groby",1
"2805","Grofield",1
"2806","Grosvenor",1
"2807","Grove",1
"2808","Grove Green",1
"2809","Grove Green & Vinters Park",1
"2810","Grove North",1
"2811","Grove Park",1
"2812","Grovehill",1
"2813","Grumbolds Ash with Avening",1
"2814","Guildhall",1
"2815","Guilsfield",1
"2816","Guiltcross",1
"2817","Guisborough",1
"2818","Guiseley & Rawdon",1
"2819","Gunthorpe",1
"2820","Gunton & St Margarets",1
"2821","Gurnos",1
"2822","Guston, Kingsdown & St Margaret's-at-Cliffe",2
"2823","Gwaun-Cae-Gurwen and Lower Brynamman",1
"2824","Gwenfro",1
"2825","Gwernaffield and Gwernymynydd",1
"2826","Gwernyfed",1
"2827","Gwersyllt East",1
"2828","Gwersyllt North",1
"2829","Gwersyllt South",1
"2830","Gwersyllt West",1
"2831","Gwinear-Gwithian & Hayle East",1
"2832","Gwynfi and Croeserw",1
"2833","Hackbridge",1
"2834","Hackleton & Roade",1
"2835","Hackney Central",1
"2836","Hackney Downs",1
"2837","Hackney Wick",1
"2838","Hacton",1
"2839","Haddenham",1
"2840","Haddenham & Stone",1
"2841","Hadfield North",1
"2842","Hadfield South",1
"2843","Hadleigh North",1
"2844","Hadleigh South",1
"2845","Hadleigh St James",1
"2846","Hadley & Leegomery",1
"2847","Hadlow Down & Rotherfield",1
"2848","Haggerston",1
"2849","Hagley",1
"2850","Hagley East",1
"2851","Hagley West",1
"2852","Hagworthingham",1
"2853","Hailey, Minster Lovell and Leafield",1
"2854","Hailsham Central",1
"2855","Hailsham East",1
"2856","Hailsham North",1
"2857","Hailsham North West",1
"2858","Hailsham South",1
"2859","Hailsham West",1
"2860","Hainault",1
"2861","Halberton",1
"2862","Haldens",1
"2863","Hale",1
"2864","Hale Barns & Timperley South",1
"2865","Hale End & Highams Park South",1
"2866","Halesowen North",1
"2867","Halesowen South",1
"2868","Halesworth & Blything",1
"2869","Halewood North",1
"2870","Halewood South",1
"2871","Hall Green North",1
"2872","Hall Green South",1
"2873","Hallam Fields",1
"2874","Halliford and Sunbury West",1
"2875","Halliwell",1
"2876","Hallow & Holt",1
"2877","Halstead St Andrew's",1
"2878","Halstead Trinity",1
"2879","Halstead, Knockholt and Badgers Mount",1
"2880","Halton Castle",1
"2881","Halton Holegate",1
"2882","Halton Lea",1
"2883","Halton View",1
"2884","Halton-with-Aughton & Kellet",1
"2885","Haltwhistle",1
"2886","Ham",1
"2887","Ham, Petersham & Richmond Riverside",1
"2888","Hamble & Netley",1
"2889","Hambleton & Stalmine",1
"2890","Hammersmith Broadway",3
"2891","Hammerwich with Wall",1
"2892","Hampden Park",1
"2893","Hamps Valley",1
"2894","Hampstead Town",1
"2895","Hampton",1
"2896","Hampton North",1
"2897","Hampton Vale",1
"2898","Hampton Wick & South Teddington",1
"2899","Hamworthy",1
"2900","Handbridge Park",1
"2901","Handcross & Pease Pottage",1
"2902","Handforth",1
"2903","Handside",2
"2904","Handsworth",1
"2905","Handsworth Wood",1
"2906","Hanford, Newstead & Trentham",1
"2907","Hanger Hill",5
"2908","Hangleton & Knoll",1
"2909","Hanham",1
"2910","Hanley Park, Joiner's Square & Shelton",1
"2911","Hanover & Elm Grove",1
"2912","Hanwell Broadway",1
"2913","Hanworth",1
"2914","Hanworth Park",1
"2915","Hanworth Village",1
"2916","Happisburgh",1
"2917","Hapton with Park",1
"2918","Harborne",1
"2919","Harbour & Normanston",1
"2920","Harbour Villages",1
"2921","Harbourside & Town",1
"2922","Harbury",1
"2923","Hardhorn with High Cross",1
"2924","Hardley, Holbury & North Blackfield",2
"2925","Hardway",1
"2926","Hardwick",1
"2927","Hardwick & Salters Lane",1
"2928","Hardwicke",1
"2929","Harefield",1
"2930","Harefield Village",1
"2931","Hareholme & Waterfoot",1
"2932","Harestone",1
"2933","Harewood",1
"2934","Hargate and Hempsted",1
"2935","Harington",1
"2936","Harlech a Llanbedr",1
"2937","Harlescott",1
"2938","Harlesden & Kensal Green",1
"2939","Harleston",1
"2940","Harling & Heathlands",1
"2941","Harlow & St. Georges",1
"2942","Harmans Water & Crown Wood",1
"2943","Harold Wood",2
"2944","Harpenden East",1
"2945","Harpenden North & Rural",1
"2946","Harpenden South",1
"2947","Harpenden West",1
"2948","Harpur",1
"2949","Harpurhey",1
"2950","Harraby North",1
"2951","Harraby South",1
"2952","Harrietsham, Lenham & North Downs",1
"2953","Harringay",1
"2954","Harrington",1
"2955","Harrold",1
"2956","Harrow Road",1
"2957","Harrow Weald",1
"2958","Harrow on the Hill",1
"2959","Harrowgate Hill",1
"2960","Harston & Comberton",1
"2961","Hart",1
"2962","Hart Plain",1
"2963","Hartburn",1
"2964","Hartcliffe and Withywood",1
"2965","Hartfield",1
"2966","Hartford & Greenbank",1
"2967","Harting",1
"2968","Hartington & Taddington",1
"2969","Hartland",1
"2970","Hartlebury",1
"2971","Hartley",1
"2972","Hartley Wintney",1
"2973","Hartley and Hodsoll Street",1
"2974","Hartlip, Newington and Upchurch",1
"2975","Harton",1
"2976","Hartpury & Redmarley",1
"2977","Hartshill",1
"2978","Hartshill Park & Stoke",1
"2979","Hartsholme",1
"2980","Harvington & Norton",1
"2981","Harwich & Kingsway",1
"2982","Harworth",1
"2983","Haselbury",1
"2984","Haseley Brook",1
"2985","Hasland",1
"2986","Haslemere East",1
"2987","Haslemere West",1
"2988","Haslingden",1
"2989","Haslington",1
"2990","Hassocks",1
"2991","Hatch End",1
"2992","Hatch Lane & Highams Park North",1
"2993","Hatch Warren & Beggarwood",1
"2994","Hateley Heath",1
"2995","Hatfield",1
"2996","Hatfield Central",1
"2997","Hatfield East",1
"2998","Hatfield Heath",1
"2999","Hatfield Peverel & Terling",1
"3000","Hatfield South West",1
"3001","Hatfield Villages",2
"3002","Hatherleigh",1
"3003","Hathersage",1
"3004","Hatton",1
"3005","Hatton Park",1
"3006","Haughley, Stowupland & Wetherden",1
"3007","Haughton & Springfield",1
"3008","Havant St Faith's",1
"3009","Haverfordwest: Castle",1
"3010","Haverfordwest: Garth",1
"3011","Haverfordwest: Portfield",1
"3012","Haverfordwest: Prendergast",1
"3013","Haverfordwest: Priory",1
"3014","Haverhill Central",1
"3015","Haverhill East",1
"3016","Haverhill North",1
"3017","Haverhill South",1
"3018","Haverhill South East",1
"3019","Haverhill West",1
"3020","Havering-atte-Bower",1
"3021","Haverstock",1
"3022","Haverstoe",1
"3023","Hawarden: Aston",1
"3024","Hawarden: Ewloe",1
"3025","Hawarden: Mancot",1
"3026","Hawcoat and Newbarns",1
"3027","Hawes Side",1
"3028","Hawkedon",1
"3029","Hawkhurst, Sandhurst & Benenden",1
"3030","Hawks Green with Rumer Hill",1
"3031","Hawkwell East",1
"3032","Hawkwell West",1
"3033","Hawthorn and Lower Rhydfelen",1
"3034","Haxby & Wigginton",1
"3035","Hay",1
"3036","Haydock",1
"3037","Haydon",1
"3038","Haydon & Hadrian",1
"3039","Haydon Wick",1
"3040","Hayes & Coney Hall",1
"3041","Hayes Town",1
"3042","Hayfield",1
"3043","Haygate & Park",1
"3044","Haylands & Swanmore",1
"3045","Hayle West",1
"3046","Hayley Green & Cradley South",1
"3047","Hayling East",1
"3048","Hayling West",1
"3049","Haymill",1
"3050","Haytor",1
"3051","Haywards Heath Ashenground",1
"3052","Haywards Heath Bentswood & Heath",1
"3053","Haywards Heath Franklands",1
"3054","Haywards Heath Lucastes & Bolnore",1
"3055","Haywards Heath North",1
"3056","Haywood & Hixon",1
"3057","Hazel Grove",1
"3058","Hazlemere",1
"3059","Heacham",1
"3060","Headcorn & Sutton Valence",1
"3061","Headingley & Hyde Park",1
"3062","Headington",1
"3063","Headington Hill & Northway",1
"3064","Headland & Harbour",1
"3065","Headlands",1
"3066","Headless Cross & Oakenshaw",1
"3067","Headley",1
"3068","Headstone",1
"3069","Heage & Ambergate",1
"3070","Heald Green",1
"3071","Healey",1
"3072","Heanor East",1
"3073","Heanor West & Loscoe",1
"3074","Heanton Punchardon",1
"3075","Heartlands",1
"3076","Heath",3
"3077","Heath & Reach",1
"3078","Heath Hayes & Wimblebury",1
"3079","Heath Town",1
"3080","Heatherside",2
"3081","Heathfield",1
"3082","Heathfield North",1
"3083","Heathfield South",1
"3084","Heathlands",1
"3085","Heathrow Villages",3
"3086","Heaton",3
"3087","Heaton, Lostock & Chew Moor",1
"3088","Heatons North",1
"3089","Heatons South",1
"3090","Heavitree",1
"3091","Hebburn North",1
"3092","Hebburn South",1
"3093","Heckington Rural",1
"3094","Heckmondwike",1
"3095","Hedge End North",1
"3096","Hedge End South",1
"3097","Hedingham",1
"3098","Hednesford Green Heath",1
"3099","Hednesford Hills & Rawnsley",1
"3100","Hednesford Pye Green",1
"3101","Heene",1
"3102","Heighington & Coniscliffe",1
"3103","Heighington & Washingborough",1
"3104","Hellaby & Maltby West",1
"3105","Hellesdon North West",1
"3106","Hellesdon South East",1
"3107","Hellingly",1
"3108","Helmshore",1
"3109","Helmsley & Sinnington",1
"3110","Helpringham & Osbournby",1
"3111","Helsby",1
"3112","Helston North",1
"3113","Helston South & Meneage",1
"3114","Hemel Hempstead Town",1
"3115","Hemingford Grey & Houghton",1
"3116","Hemlington",1
"3117","Hempnall",1
"3118","Hempstead & Wigmore",2
"3119","Hemswell",1
"3120","Hemsworth",1
"3121","Henbury and Brentry",1
"3122","Hendon",3
"3123","Hendre",1
"3124","Hendreds",1
"3125","Hendy",1
"3126","Heneage",1
"3127","Henfield",1
"3128","Hengoed",1
"3129","Hengrove and Whitchurch Park",1
"3130","Henley",1
"3131","Henley-in-Arden",1
"3132","Henley-on-Thames",1
"3133","Hermitage",1
"3134","Hermitage & Gardens",1
"3135","Herne & Broomfield",1
"3136","Herne Hill & Loughborough Junction",1
"3137","Heron",1
"3138","Herongate, Ingrave & West Horndon",3
"3139","Herschel Park",1
"3140","Hersham Village",1
"3141","Herstmonceux & Pevensey Levels",1
"3142","Hertford Bengeo",1
"3143","Hertford Castle",1
"3144","Hertford Heath & Brickendon",1
"3145","Hertford Kingsmead",1
"3146","Hertford Rural",1
"3147","Hertford Sele",1
"3148","Hesket and Lazonby",1
"3149","Hessle",1
"3150","Hesters Way",1
"3151","Heston Central",1
"3152","Heston East",1
"3153","Heston West",1
"3154","Heswall",1
"3155","Hethersett",1
"3156","Hetton",1
"3157","Hevingham",1
"3158","Heworth",1
"3159","Heworth Without",1
"3160","Hexham East",1
"3161","Hexham North",1
"3162","Hexham West",1
"3163","Hextable",1
"3164","Hexthorpe & Balby North",1
"3165","Heybridge East",1
"3166","Heybridge West",1
"3167","Heyhouses",1
"3168","Heysham Central",1
"3169","Heysham North",1
"3170","Heysham South",1
"3171","Hickling",1
"3172","High Barnet",3
"3173","High Brooms",1
"3174","High Easter & the Rodings",1
"3175","High Fell",1
"3176","High Furness",1
"3177","High Harrogate & Kingsley",1
"3178","High Legh",1
"3179","High Littleton",1
"3180","High Street",1
"3181","High Town",1
"3182","Higham",1
"3183","Higham & Shorne",1
"3184","Higham Ferrers",1
"3185","Higham Hill",1
"3186","Highbridge & Burnham South",1
"3187","Highbury",1
"3188","Highcliffe & Walkford",1
"3189","Higher Blackley",1
"3190","Higher Irlam & Peel Green",1
"3191","Higher Kinnerton",1
"3192","Highfield",3
"3193","Highfields & Western Downs",1
"3194","Highgate",1
"3195","Highley",1
"3196","Highnam with Haw Bridge",1
"3197","Highter's Heath",1
"3198","Highwoods",1
"3199","Hildenborough",1
"3200","Hill End",1
"3201","Hill Forts & Upper Tarrants",1
"3202","Hill Head",1
"3203","Hill Top",1
"3204","Hillcrest and Hensingham",1
"3205","Hillfields",1
"3206","Hillingdon East",1
"3207","Hillingdon West",1
"3208","Hillmorton",1
"3209","Hillrise",1
"3210","Hillsborough",1
"3211","Hillside",1
"3212","Hillside & Raskelf",1
"3213","Hilperton",1
"3214","Hilsea",1
"3215","Hiltingbury",1
"3216","Hilton",1
"3217","Himley & Swindon",1
"3218","Hinchley Wood and Weston Green",2
"3219","Hinckley Castle",1
"3220","Hinckley Clarendon",1
"3221","Hinckley De Montfort",1
"3222","Hinckley Trinity",1
"3223","Hindhead & Beacon Hill",1
"3224","Hindley",1
"3225","Hindley Green",1
"3226","Hingham & Deopham",1
"3227","Hinksey Park",1
"3228","Hinton & Hunderton",1
"3229","Hipperholme and Lightcliffe",1
"3230","Hipswell & Colburn",1
"3231","Hirst",1
"3232","Hirwaun, Penderyn and Rhigos",1
"3233","Histon & Impington",1
"3234","Hitchin Bearton",1
"3235","Hitchin Highbury",1
"3236","Hitchin Oughton",1
"3237","Hitchin Priory",1
"3238","Hitchin Walsworth",1
"3239","Hitchwood",1
"3240","Hither Green",1
"3241","Hockley",1
"3242","Hockley and Ashingdon",1
"3243","Hoddesdon North",1
"3244","Hoddesdon Town and Rye Park",1
"3245","Hodnet",1
"3246","Hoe Street",1
"3247","Hoe Valley",1
"3248","Holbeach Hurn",1
"3249","Holbeach Town",1
"3250","Holborn & Covent Garden",1
"3251","Holbrook",1
"3252","Holbrook East",1
"3253","Holbrook West",1
"3254","Holderness",1
"3255","Holditch & Chesterton",1
"3256","Holgate",1
"3257","Holland",1
"3258","Hollingdean & Fiveways",1
"3259","Hollington",1
"3260","Hollinwood",1
"3261","Holloway",1
"3262","Holly Forest Town",1
"3263","Holly Hayes",1
"3264","Hollybush",1
"3265","Hollywood",1
"3266","Holmcroft",1
"3267","Holme Valley North",1
"3268","Holme Valley South",1
"3269","Holmer",1
"3270","Holmewood & Heath",1
"3271","Holmwoods & Beare Green",1
"3272","Holsworthy",1
"3273","Holt",2
"3274","Holton-le-Clay & North Thoresby",1
"3275","Holyhead",1
"3276","Holyrood",1
"3277","Holywell",1
"3278","Holywell Central",1
"3279","Holywell East",1
"3280","Holywell West",1
"3281","Holywell-cum-Needingworth",1
"3282","Holywells",1
"3283","Homelands",1
"3284","Homerton",1
"3285","Homewood",1
"3286","Honeybourne, Pebworth & The Littletons",1
"3287","Honicknowle",1
"3288","Honiton St Michael's",1
"3289","Honiton St Paul's",1
"3290","Hoo St Werburgh & High Halstow",1
"3291","Hoober",1
"3292","Hook",1
"3293","Hook & Chessington North",1
"3294","Hook-with-Warsash",1
"3295","Hoole",1
"3296","Hooley, Merstham & Netherne",1
"3297","Hope",1
"3298","Hope End",1
"3299","Hope Valley",1
"3300","Hopwood Hall",1
"3301","Horam & Punnetts Town",1
"3302","Horbury and South Ossett",1
"3303","Horden & Dene House",1
"3304","Horfield",1
"3305","Horley Central & South",2
"3306","Horley East & Salfords",1
"3307","Horley West & Sidlow",1
"3308","Hornby",1
"3309","Horncastle",1
"3310","Horndean Catherington",1
"3311","Horndean Downs",1
"3312","Horndean Kings & Blendworth",1
"3313","Horndean Murray",1
"3314","Horninglow & Outwoods",1
"3315","Hornsey",1
"3316","Horringer",1
"3317","Horsehay & Lightmoor",1
"3318","Horsell",1
"3319","Horsford and Felthorpe",1
"3320","Horsforth",2
"3321","Horsley Hill",1
"3322","Horton",1
"3323","Horwich North",1
"3324","Horwich South & Blackrod",1
"3325","Horwood",1
"3326","Hotham",1
"3327","Hotwells and Harbourside",1
"3328","Hough Green",1
"3329","Houghton",1
"3330","Houghton Conquest & Haynes",1
"3331","Houghton Regis East",1
"3332","Houghton Regis West",1
"3333","Houghton and Irthington",1
"3334","Hounslow Central",1
"3335","Hounslow East",1
"3336","Hounslow Heath",1
"3337","Hounslow South",1
"3338","Hounslow West",1
"3339","Hoveton & Tunstead",1
"3340","Howard Town",1
"3341","Howden",1
"3342","Howdenshire",1
"3343","Howdon",1
"3344","Howgate",1
"3345","Howick & Priory",1
"3346","Howlands",1
"3347","Hoxne & Worlingworth",1
"3348","Hoxton East & Shoreditch",1
"3349","Hoxton West",3
"3350","Hoylake and Meols",1
"3351","Hoyland Milton",1
"3352","Huby & Tollerton",1
"3353","Hucclecote",1
"3354","Hucknall Central",1
"3355","Hucknall North",1
"3356","Hucknall South",1
"3357","Hucknall West",1
"3358","Hugglescote St John's",1
"3359","Hugglescote St Mary's",1
"3360","Hull Road",1
"3361","Hulland",1
"3362","Hullbridge",1
"3363","Hulme",1
"3364","Hulton",1
"3365","Humberston and New Waltham",1
"3366","Humberstone & Hamilton",1
"3367","Hummersknott",1
"3368","Humshaugh",1
"3369","Huncoat",1
"3370","Hundleton",3
"3371","Hungerford & Kintbury",1
"3372","Hunmanby & Sherburn",1
"3373","Hunsbury",1
"3374","Hunsdon",1
"3375","Hunslet & Riverside",2
"3376","Hunstanton",1
"3377","Huntingdon East",1
"3378","Huntingdon North",1
"3379","Huntington & Hatherton",1
"3380","Huntington & New Earswick",1
"3381","Huntspill",1
"3382","Hurley & Walthams",1
"3383","Hurley and Wood End",5
"3384","Hurst Green & Ticehurst",1
"3385","Hurst Green & Whitewell",1
"3386","Hurstpierpoint",1
"3387","Hurworth",1
"3388","Huthwaite & Brierley",1
"3389","Hutton",1
"3390","Hutton & Locking",1
"3391","Hutton East",1
"3392","Hutton North",1
"3393","Hutton Rudby & Osmotherley",1
"3394","Hutton South",1
"3395","Hyde Godley",1
"3396","Hyde Newton",1
"3397","Hyde Park",6
"3398","Hyde Werneth",1
"3399","Hykeham Central",1
"3400","Hykeham Fosse",1
"3401","Hykeham Memorial",1
"3402","Hylands & Harrow Lodge",1
"3403","Hyson Green & Arboretum",1
"3404","Hythe",2
"3405","Hythe Central",1
"3406","Hythe Rural",1
"3407","Hythe South",1
"3408","Ibstock East",1
"3409","Ibstock West",1
"3410","Iceni",1
"3411","Ickenham & South Harefield",3
"3412","Idle and Thackley",1
"3413","Ifield",1
"3414","Ilford Town",2
"3415","Ilfracombe East",1
"3416","Ilfracombe West",1
"3417","Ilkley",1
"3418","Illingworth and Mixenden",1
"3419","Illogan & Portreath",1
"3420","Illtyd",1
"3421","Ilminster",1
"3422","Immanuel",1
"3423","Immingham",1
"3424","Ince",1
"3425","Ingatestone, Fryerning & Mountnessing",1
"3426","Ingleby Barwick North",1
"3427","Ingleby Barwick South",1
"3428","Ingol & Cottam",1
"3429","Ingoldmells",1
"3430","Ings",1
"3431","Ingthorpe",1
"3432","Inkberrow",1
"3433","Innsworth",1
"3434","Instow",1
"3435","Ipplepen",1
"3436","Ipstones",1
"3437","Irchester",1
"3438","Ironbridge Gorge",1
"3439","Ironville & Riddings",1
"3440","Irthlingborough",1
"3441","Isaac Newton",1
"3442","Isabella",1
"3443","Isbourne",1
"3444","Ise",1
"3445","Island Gardens",1
"3446","Isle of Oxney",1
"3447","Isleworth",1
"3448","Istead Rise, Cobham & Luddesdown",1
"3449","Itchingfield, Slinfold & Warnham",1
"3450","Ithon Valley",1
"3451","Iver",1
"3452","Ivinghoe",1
"3453","Ivybridge East",1
"3454","Ivybridge West",1
"3455","Ixworth",1
"3456","Jacksdale & Westwood",1
"3457","John O'Gaunt",1
"3458","Johnston",1
"3459","Joyden's Wood",1
"3460","Jubilee",2
"3461","Judd",1
"3462","Junction",1
"3463","Kader",1
"3464","Katesgrove",1
"3465","Kearsley",1
"3466","Keele",1
"3467","Kegworth",1
"3468","Keighley Central",1
"3469","Keighley East",1
"3470","Keighley West",1
"3471","Kells and Sandwith",1
"3472","Kelsale & Yoxford",1
"3473","Kelsey & Eden Park",1
"3474","Kelsey Wold",1
"3475","Kelvedon & Feering",1
"3476","Kemble",1
"3477","Kempsey",1
"3478","Kempshott & Buckskin",1
"3479","Kempston Central & East",1
"3480","Kempston North",1
"3481","Kempston South",1
"3482","Kempston West",1
"3483","Kemptown",1
"3484","Kemsing",1
"3485","Kemsley",1
"3486","Kendal Castle",1
"3487","Kendal Highgate",1
"3488","Kendal Nether",1
"3489","Kendal South",1
"3490","Kendal Strickland and Fell",1
"3491","Kenilworth Abbey & Arden",1
"3492","Kenilworth Park Hill",1
"3493","Kenilworth St John's",1
"3494","Kenley",1
"3495","Kenn Valley",1
